# Huayan Robotics HR_S50-2000 Point-to-Point Trajectory
# Generated: 2026-02-01
# Contact: yuesj@huayan-robotics.com
# Website: https://www.huayan-robotics.com
#
# Start (deg): 0.00, -90.00, 90.00, 0.00, -90.00, 0.00
# Goal (deg): 45.00, -60.00, 60.00, 30.00, -60.00, 45.00
# Total time: 25.46 s
# Sample rate: 250.00 Hz
# Points: 6366
#
# Units: time(s), position(deg), velocity(deg/s), acceleration(deg/s^2)
#
time,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_acc,j2_acc,j3_acc,j4_acc,j5_acc,j6_acc
22.432000,37.3174,-65.1218,65.1218,24.8782,-65.1218,37.3174,1.4275,0.9517,-0.9517,0.9517,0.9517,1.4275,35.8355,23.8903,-23.8903,23.8903,23.8903,35.8355
22.436000,37.3234,-65.1178,65.1178,24.8822,-65.1178,37.3234,1.5710,1.0473,-1.0473,1.0473,1.0473,1.5710,35.8847,23.9232,-23.9232,23.9232,23.9232,35.8847
22.440000,37.3299,-65.1134,65.1134,24.8866,-65.1134,37.3299,1.7143,1.1428,-1.1428,1.1428,1.1428,1.7143,35.6997,23.7998,-23.7998,23.7998,23.7998,35.6997
22.444000,37.3371,-65.1086,65.1086,24.8914,-65.1086,37.3371,1.8563,1.2375,-1.2375,1.2375,1.2375,1.8563,35.2916,23.5277,-23.5277,23.5277,23.5277,35.2916
22.448000,37.3448,-65.1035,65.1035,24.8965,-65.1035,37.3448,1.9963,1.3309,-1.3309,1.3309,1.3309,1.9963,34.6715,23.1143,-23.1143,23.1143,23.1143,34.6715
22.452000,37.3530,-65.0980,65.0980,24.9020,-65.0980,37.3530,2.1334,1.4223,-1.4223,1.4223,1.4223,2.1334,33.8506,22.5671,-22.5671,22.5671,22.5671,33.8506
22.456000,37.3618,-65.0921,65.0921,24.9079,-65.0921,37.3618,2.2669,1.5112,-1.5112,1.5112,1.5112,2.2669,32.8401,21.8934,-21.8934,21.8934,21.8934,32.8401
22.460000,37.3712,-65.0859,65.0859,24.9141,-65.0859,37.3712,2.3959,1.5973,-1.5973,1.5973,1.5973,2.3959,31.6510,21.1007,-21.1007,21.1007,21.1007,31.6510
22.464000,37.3810,-65.0793,65.0793,24.9207,-65.0793,37.3810,2.5198,1.6799,-1.6799,1.6799,1.6799,2.5198,30.2947,20.1965,-20.1965,20.1965,20.1965,30.2947
22.468000,37.3913,-65.0725,65.0725,24.9275,-65.0725,37.3913,2.6381,1.7587,-1.7587,1.7587,1.7587,2.6381,28.7822,19.1881,-19.1881,19.1881,19.1881,28.7822
22.472000,37.4021,-65.0653,65.0653,24.9347,-65.0653,37.4021,2.7499,1.8333,-1.8333,1.8333,1.8333,2.7499,27.1247,18.0831,-18.0831,18.0831,18.0831,27.1247
22.476000,37.4133,-65.0578,65.0578,24.9422,-65.0578,37.4133,2.8549,1.9032,-1.9032,1.9032,1.9032,2.8549,25.3333,16.8889,-16.8889,16.8889,16.8889,25.3333
22.480000,37.4249,-65.0500,65.0500,24.9500,-65.0500,37.4249,2.9524,1.9683,-1.9683,1.9683,1.9683,2.9524,23.4193,15.6129,-15.6129,15.6129,15.6129,23.4193
22.484000,37.4369,-65.0421,65.0421,24.9579,-65.0421,37.4369,3.0421,2.0281,-2.0281,2.0281,2.0281,3.0421,21.3937,14.2625,-14.2625,14.2625,14.2625,21.3937
22.488000,37.4493,-65.0338,65.0338,24.9662,-65.0338,37.4493,3.1234,2.0823,-2.0823,2.0823,2.0823,3.1234,19.2678,12.8452,-12.8452,12.8452,12.8452,19.2678
22.492000,37.4619,-65.0254,65.0254,24.9746,-65.0254,37.4619,3.1961,2.1307,-2.1307,2.1307,2.1307,3.1961,17.0527,11.3684,-11.3684,11.3684,11.3684,17.0527
22.496000,37.4748,-65.0168,65.0168,24.9832,-65.0168,37.4748,3.2597,2.1732,-2.1732,2.1732,2.1732,3.2597,14.7595,9.8396,-9.8396,9.8396,9.8396,14.7595
22.500000,37.4880,-65.0080,65.0080,24.9920,-65.0080,37.4880,3.3141,2.2094,-2.2094,2.2094,2.2094,3.3141,12.3994,8.2662,-8.2662,8.2662,8.2662,12.3994
22.504000,37.5013,-64.9991,64.9991,25.0009,-64.9991,37.5013,3.3589,2.2392,-2.2392,2.2392,2.2392,3.3589,9.9836,6.6557,-6.6557,6.6557,6.6557,9.9836
22.508000,37.5148,-64.9901,64.9901,25.0099,-64.9901,37.5148,3.3939,2.2626,-2.2626,2.2626,2.2626,3.3939,7.5232,5.0154,-5.0154,5.0154,5.0154,7.5232
22.512000,37.5284,-64.9810,64.9810,25.0190,-64.9810,37.5284,3.4190,2.2793,-2.2793,2.2793,2.2793,3.4190,5.0293,3.3529,-3.3529,3.3529,3.3529,5.0293
22.516000,37.5422,-64.9719,64.9719,25.0281,-64.9719,37.5422,3.4341,2.2894,-2.2894,2.2894,2.2894,3.4341,2.5133,1.6755,-1.6755,1.6755,1.6755,2.5133
22.520000,37.5559,-64.9627,64.9627,25.0373,-64.9627,37.5559,3.4391,2.2927,-2.2927,2.2927,2.2927,3.4391,-0.0139,-0.0093,0.0093,-0.0093,-0.0093,-0.0139
22.524000,37.5697,-64.9536,64.9536,25.0464,-64.9536,37.5697,3.4340,2.2893,-2.2893,2.2893,2.2893,3.4340,-2.5410,-1.6940,1.6940,-1.6940,-1.6940,-2.5410
22.528000,37.5834,-64.9444,64.9444,25.0556,-64.9444,37.5834,3.4188,2.2792,-2.2792,2.2792,2.2792,3.4188,-5.0569,-3.3713,3.3713,-3.3713,-3.3713,-5.0569
22.532000,37.5970,-64.9353,64.9353,25.0647,-64.9353,37.5970,3.3936,2.2624,-2.2624,2.2624,2.2624,3.3936,-7.5504,-5.0336,5.0336,-5.0336,-5.0336,-7.5504
22.536000,37.6105,-64.9263,64.9263,25.0737,-64.9263,37.6105,3.3584,2.2390,-2.2390,2.2390,2.2390,3.3584,-10.0104,-6.6736,6.6736,-6.6736,-6.6736,-10.0104
22.540000,37.6238,-64.9174,64.9174,25.0826,-64.9174,37.6238,3.3135,2.2090,-2.2090,2.2090,2.2090,3.3135,-12.4256,-8.2838,8.2838,-8.2838,-8.2838,-12.4256
22.544000,37.6370,-64.9087,64.9087,25.0913,-64.9087,37.6370,3.2591,2.1727,-2.1727,2.1727,2.1727,3.2591,-14.7851,-9.8567,9.8567,-9.8567,-9.8567,-14.7851
22.548000,37.6499,-64.9001,64.9001,25.0999,-64.9001,37.6499,3.1953,2.1302,-2.1302,2.1302,2.1302,3.1953,-17.0775,-11.3850,11.3850,-11.3850,-11.3850,-17.0775
22.552000,37.6625,-64.8916,64.8916,25.1084,-64.8916,37.6625,3.1226,2.0817,-2.0817,2.0817,2.0817,3.1226,-19.2917,-12.8611,12.8611,-12.8611,-12.8611,-19.2917
22.556000,37.6749,-64.8834,64.8834,25.1166,-64.8834,37.6749,3.0411,2.0274,-2.0274,2.0274,2.0274,3.0411,-21.4166,-14.2777,14.2777,-14.2777,-14.2777,-21.4166
22.560000,37.6869,-64.8754,64.8754,25.1246,-64.8754,37.6869,2.9514,1.9676,-1.9676,1.9676,1.9676,2.9514,-23.4410,-15.6273,15.6273,-15.6273,-15.6273,-23.4410
22.564000,37.6985,-64.8677,64.8677,25.1323,-64.8677,37.6985,2.8538,1.9025,-1.9025,1.9025,1.9025,2.8538,-25.3537,-16.9025,16.9025,-16.9025,-16.9025,-25.3537
22.568000,37.7097,-64.8602,64.8602,25.1398,-64.8602,37.7097,2.7487,1.8325,-1.8325,1.8325,1.8325,2.7487,-27.1437,-18.0958,18.0958,-18.0958,-18.0958,-27.1437
22.572000,37.7205,-64.8530,64.8530,25.1470,-64.8530,37.7205,2.6368,1.7579,-1.7579,1.7579,1.7579,2.6368,-28.7996,-19.1998,19.1998,-19.1998,-19.1998,-28.7996
22.576000,37.7308,-64.8462,64.8462,25.1538,-64.8462,37.7308,2.5185,1.6790,-1.6790,1.6790,1.6790,2.5185,-30.3105,-20.2070,20.2070,-20.2070,-20.2070,-30.3105
22.580000,37.7406,-64.8396,64.8396,25.1604,-64.8396,37.7406,2.3945,1.5963,-1.5963,1.5963,1.5963,2.3945,-31.6650,-21.1100,21.1100,-21.1100,-21.1100,-31.6650
22.584000,37.7499,-64.8334,64.8334,25.1666,-64.8334,37.7499,2.2654,1.5103,-1.5103,1.5103,1.5103,2.2654,-32.8522,-21.9014,21.9014,-21.9014,-21.9014,-32.8522
22.588000,37.7587,-64.8275,64.8275,25.1725,-64.8275,37.7587,2.1319,1.4213,-1.4213,1.4213,1.4213,2.1319,-33.8607,-22.5738,22.5738,-22.5738,-22.5738,-33.8607
22.592000,37.7670,-64.8220,64.8220,25.1780,-64.8220,37.7670,1.9948,1.3299,-1.3299,1.3299,1.3299,1.9948,-34.6794,-23.1196,23.1196,-23.1196,-23.1196,-34.6794
22.596000,37.7747,-64.8169,64.8169,25.1831,-64.8169,37.7747,1.8548,1.2365,-1.2365,1.2365,1.2365,1.8548,-35.2972,-23.5315,23.5315,-23.5315,-23.5315,-35.2972
22.600000,37.7818,-64.8121,64.8121,25.1879,-64.8121,37.7818,1.7127,1.1418,-1.1418,1.1418,1.1418,1.7127,-35.7030,-23.8020,23.8020,-23.8020,-23.8020,-35.7030
22.604000,37.7884,-64.8078,64.8078,25.1922,-64.8078,37.7884,1.5694,1.0463,-1.0463,1.0463,1.0463,1.5694,-35.8855,-23.9237,23.9237,-23.9237,-23.9237,-35.8855
22.608000,37.7944,-64.8038,64.8038,25.1962,-64.8038,37.7944,1.4259,0.9506,-0.9506,0.9506,0.9506,1.4259,-35.8336,-23.8891,23.8891,-23.8891,-23.8891,-35.8336
22.612000,37.7998,-64.8001,64.8001,25.1999,-64.8001,37.7998,1.2831,0.8554,-0.8554,0.8554,0.8554,1.2831,-35.5361,-23.6908,23.6908,-23.6908,-23.6908,-35.5361
22.616000,37.8046,-64.7969,64.7969,25.2031,-64.7969,37.8046,1.1420,0.7613,-0.7613,0.7613,0.7613,1.1420,-34.9820,-23.3213,23.3213,-23.3213,-23.3213,-34.9820
22.620000,37.8089,-64.7941,64.7941,25.2059,-64.7941,37.8089,1.0036,0.6691,-0.6691,0.6691,0.6691,1.0036,-34.1599,-22.7733,22.7733,-22.7733,-22.7733,-34.1599
22.624000,37.8127,-64.7916,64.7916,25.2084,-64.7916,37.8127,0.8691,0.5794,-0.5794,0.5794,0.5794,0.8691,-33.0588,-22.0392,22.0392,-22.0392,-22.0392,-33.0588
22.628000,37.8159,-64.7894,64.7894,25.2106,-64.7894,37.8159,0.7395,0.4930,-0.4930,0.4930,0.4930,0.7395,-31.6676,-21.1117,21.1117,-21.1117,-21.1117,-31.6676
22.632000,37.8186,-64.7876,64.7876,25.2124,-64.7876,37.8186,0.6161,0.4108,-0.4108,0.4108,0.4108,0.6161,-29.9749,-19.9833,19.9833,-19.9833,-19.9833,-29.9749
22.636000,37.8208,-64.7861,64.7861,25.2139,-64.7861,37.8208,0.5001,0.3334,-0.3334,0.3334,0.3334,0.5001,-27.9698,-18.6465,18.6465,-18.6465,-18.6465,-27.9698
22.640000,37.8226,-64.7849,64.7849,25.2151,-64.7849,37.8226,0.3928,0.2619,-0.2619,0.2619,0.2619,0.3928,-25.6410,-17.0940,17.0940,-17.0940,-17.0940,-25.6410
22.644000,37.8240,-64.7840,64.7840,25.2160,-64.7840,37.8240,0.2954,0.1970,-0.1970,0.1970,0.1970,0.2954,-22.9773,-15.3182,15.3182,-15.3182,-15.3182,-22.9773
22.648000,37.8250,-64.7833,64.7833,25.2167,-64.7833,37.8250,0.2094,0.1396,-0.1396,0.1396,0.1396,0.2094,-19.9677,-13.3118,13.3118,-13.3118,-13.3118,-19.9677
22.652000,37.8257,-64.7829,64.7829,25.2171,-64.7829,37.8257,0.1362,0.0908,-0.0908,0.0908,0.0908,0.1362,-16.6009,-11.0673,11.0673,-11.0673,-11.0673,-16.6009
22.656000,37.8261,-64.7826,64.7826,25.2174,-64.7826,37.8261,0.0771,0.0514,-0.0514,0.0514,0.0514,0.0771,-12.8659,-8.5772,8.5772,-8.5772,-8.5772,-12.8659
22.660000,37.8263,-64.7825,64.7825,25.2175,-64.7825,37.8263,0.0338,0.0225,-0.0225,0.0225,0.0225,0.0338,-8.7513,-5.8342,5.8342,-5.8342,-5.8342,-8.7513
22.664000,37.8264,-64.7824,64.7824,25.2176,-64.7824,37.8264,0.0076,0.0051,-0.0051,0.0051,0.0051,0.0076,-4.2461,-2.8308,2.8308,-2.8308,-2.8308,-4.2461
22.668000,37.8264,-64.7824,64.7824,25.2176,-64.7824,37.8264,0.0003,0.0002,-0.0002,0.0002,0.0002,0.0003,0.6408,0.4272,-0.4272,0.4272,0.4272,0.6408
22.672000,37.8264,-64.7824,64.7824,25.2176,-64.7824,37.8264,0.0125,0.0084,-0.0084,0.0084,0.0084,0.0125,5.3980,3.5987,-3.5987,3.5987,3.5987,5.3980
22.676000,37.8265,-64.7823,64.7823,25.2177,-64.7823,37.8265,0.0430,0.0287,-0.0287,0.0287,0.0287,0.0430,9.7695,6.5130,-6.5130,6.5130,6.5130,9.7695
22.680000,37.8268,-64.7822,64.7822,25.2178,-64.7822,37.8268,0.0902,0.0601,-0.0601,0.0601,0.0601,0.0902,13.7658,9.1772,-9.1772,9.1772,9.1772,13.7658
22.684000,37.8273,-64.7818,64.7818,25.2182,-64.7818,37.8273,0.1526,0.1018,-0.1018,0.1018,0.1018,0.1526,17.3973,11.5982,-11.5982,11.5982,11.5982,17.3973
22.688000,37.8280,-64.7813,64.7813,25.2187,-64.7813,37.8280,0.2289,0.1526,-0.1526,0.1526,0.1526,0.2289,20.6748,13.7832,-13.7832,13.7832,13.7832,20.6748
22.692000,37.8291,-64.7806,64.7806,25.2194,-64.7806,37.8291,0.3176,0.2117,-0.2117,0.2117,0.2117,0.3176,23.6086,15.7391,-15.7391,15.7391,15.7391,23.6086
22.696000,37.8306,-64.7796,64.7796,25.2204,-64.7796,37.8306,0.4173,0.2782,-0.2782,0.2782,0.2782,0.4173,26.2094,17.4729,-17.4729,17.4729,17.4729,26.2094
22.700000,37.8325,-64.7784,64.7784,25.2216,-64.7784,37.8325,0.5268,0.3512,-0.3512,0.3512,0.3512,0.5268,28.4876,18.9917,-18.9917,18.9917,18.9917,28.4876
22.704000,37.8348,-64.7768,64.7768,25.2232,-64.7768,37.8348,0.6448,0.4299,-0.4299,0.4299,0.4299,0.6448,30.4538,20.3025,-20.3025,20.3025,20.3025,30.4538
22.708000,37.8376,-64.7749,64.7749,25.2251,-64.7749,37.8376,0.7700,0.5134,-0.5134,0.5134,0.5134,0.7700,32.1185,21.4123,-21.4123,21.4123,21.4123,32.1185
22.712000,37.8410,-64.7727,64.7727,25.2273,-64.7727,37.8410,0.9014,0.6009,-0.6009,0.6009,0.6009,0.9014,33.4922,22.3281,-22.3281,22.3281,22.3281,33.4922
22.716000,37.8448,-64.7701,64.7701,25.2299,-64.7701,37.8448,1.0376,0.6917,-0.6917,0.6917,0.6917,1.0376,34.5855,23.0570,-23.0570,23.0570,23.0570,34.5855
22.720000,37.8493,-64.7672,64.7672,25.2328,-64.7672,37.8493,1.1777,0.7851,-0.7851,0.7851,0.7851,1.1777,35.4089,23.6060,-23.6060,23.6060,23.6060,35.4089
22.724000,37.8543,-64.7638,64.7638,25.2362,-64.7638,37.8543,1.3205,0.8804,-0.8804,0.8804,0.8804,1.3205,35.9730,23.9820,-23.9820,23.9820,23.9820,35.9730
22.728000,37.8598,-64.7601,64.7601,25.2399,-64.7601,37.8598,1.4651,0.9768,-0.9768,0.9768,0.9768,1.4651,36.2882,24.1921,-24.1921,24.1921,24.1921,36.2882
22.732000,37.8660,-64.7560,64.7560,25.2440,-64.7560,37.8660,1.6105,1.0737,-1.0737,1.0737,1.0737,1.6105,36.3651,24.2434,-24.2434,24.2434,24.2434,36.3651
22.736000,37.8727,-64.7515,64.7515,25.2485,-64.7515,37.8727,1.7558,1.1705,-1.1705,1.1705,1.1705,1.7558,36.2142,24.1428,-24.1428,24.1428,24.1428,36.2142
22.740000,37.8800,-64.7466,64.7466,25.2534,-64.7466,37.8800,1.8999,1.2666,-1.2666,1.2666,1.2666,1.8999,35.8460,23.8974,-23.8974,23.8974,23.8974,35.8460
22.744000,37.8879,-64.7414,64.7414,25.2586,-64.7414,37.8879,2.0422,1.3615,-1.3615,1.3615,1.3615,2.0422,35.2712,23.5141,-23.5141,23.5141,23.5141,35.2712
22.748000,37.8964,-64.7358,64.7358,25.2642,-64.7358,37.8964,2.1819,1.4546,-1.4546,1.4546,1.4546,2.1819,34.5001,23.0001,-23.0001,23.0001,23.0001,34.5001
22.752000,37.9054,-64.7298,64.7298,25.2702,-64.7298,37.9054,2.3180,1.5453,-1.5453,1.5453,1.5453,2.3180,33.5434,22.3623,-22.3623,22.3623,22.3623,33.5434
22.756000,37.9149,-64.7234,64.7234,25.2766,-64.7234,37.9149,2.4500,1.6333,-1.6333,1.6333,1.6333,2.4500,32.4116,21.6077,-21.6077,21.6077,21.6077,32.4116
22.760000,37.9250,-64.7167,64.7167,25.2833,-64.7167,37.9250,2.5771,1.7180,-1.7180,1.7180,1.7180,2.5771,31.1151,20.7434,-20.7434,20.7434,20.7434,31.1151
22.764000,37.9355,-64.7097,64.7097,25.2903,-64.7097,37.9355,2.6987,1.7991,-1.7991,1.7991,1.7991,2.6987,29.6646,19.7764,-19.7764,19.7764,19.7764,29.6646
22.768000,37.9465,-64.7023,64.7023,25.2977,-64.7023,37.9465,2.8142,1.8761,-1.8761,1.8761,1.8761,2.8142,28.0706,18.7137,-18.7137,18.7137,18.7137,28.0706
22.772000,37.9580,-64.6947,64.6947,25.3053,-64.6947,37.9580,2.9231,1.9487,-1.9487,1.9487,1.9487,2.9231,26.3435,17.5624,-17.5624,17.5624,17.5624,26.3435
22.776000,37.9699,-64.6867,64.6867,25.3133,-64.6867,37.9699,3.0248,2.0165,-2.0165,2.0165,2.0165,3.0248,24.4940,16.3293,-16.3293,16.3293,16.3293,24.4940
22.780000,37.9822,-64.6785,64.6785,25.3215,-64.6785,37.9822,3.1189,2.0792,-2.0792,2.0792,2.0792,3.1189,22.5325,15.0217,-15.0217,15.0217,15.0217,22.5325
22.784000,37.9949,-64.6701,64.6701,25.3299,-64.6701,37.9949,3.2049,2.1366,-2.1366,2.1366,2.1366,3.2049,20.4696,13.6464,-13.6464,13.6464,13.6464,20.4696
22.788000,38.0078,-64.6614,64.6614,25.3386,-64.6614,38.0078,3.2825,2.1883,-2.1883,2.1883,2.1883,3.2825,18.3159,12.2106,-12.2106,12.2106,12.2106,18.3159
22.792000,38.0211,-64.6526,64.6526,25.3474,-64.6526,38.0211,3.3513,2.2342,-2.2342,2.2342,2.2342,3.3513,16.0817,10.7211,-10.7211,10.7211,10.7211,16.0817
22.796000,38.0346,-64.6436,64.6436,25.3564,-64.6436,38.0346,3.4111,2.2740,-2.2740,2.2740,2.2740,3.4111,13.7777,9.1852,-9.1852,9.1852,9.1852,13.7777
22.800000,38.0484,-64.6344,64.6344,25.3656,-64.6344,38.0484,3.4615,2.3076,-2.3076,2.3076,2.3076,3.4615,11.4145,7.6097,-7.6097,7.6097,7.6097,11.4145
22.804000,38.0623,-64.6251,64.6251,25.3749,-64.6251,38.0623,3.5023,2.3349,-2.3349,2.3349,2.3349,3.5023,9.0025,6.0016,-6.0016,6.0016,6.0016,9.0025
22.808000,38.0764,-64.6157,64.6157,25.3843,-64.6157,38.0764,3.5334,2.3556,-2.3556,2.3556,2.3556,3.5334,6.5522,4.3681,-4.3681,4.3681,4.3681,6.5522
22.812000,38.0906,-64.6063,64.6063,25.3937,-64.6063,38.0906,3.5547,2.3698,-2.3698,2.3698,2.3698,3.5547,4.0742,2.7161,-2.7161,2.7161,2.7161,4.0742
22.816000,38.1048,-64.5968,64.5968,25.4032,-64.5968,38.1048,3.5660,2.3773,-2.3773,2.3773,2.3773,3.5660,1.5791,1.0527,-1.0527,1.0527,1.0527,1.5791
22.820000,38.1191,-64.5873,64.5873,25.4127,-64.5873,38.1191,3.5673,2.3782,-2.3782,2.3782,2.3782,3.5673,-0.9227,-0.6152,0.6152,-0.6152,-0.6152,-0.9227
22.824000,38.1333,-64.5778,64.5778,25.4222,-64.5778,38.1333,3.5586,2.3724,-2.3724,2.3724,2.3724,3.5586,-3.4207,-2.2804,2.2804,-2.2804,-2.2804,-3.4207
22.828000,38.1475,-64.5683,64.5683,25.4317,-64.5683,38.1475,3.5400,2.3600,-2.3600,2.3600,2.3600,3.5400,-5.9042,-3.9361,3.9361,-3.9361,-3.9361,-5.9042
22.832000,38.1616,-64.5589,64.5589,25.4411,-64.5589,38.1616,3.5114,2.3410,-2.3410,2.3410,2.3410,3.5114,-8.3627,-5.5752,5.5752,-5.5752,-5.5752,-8.3627
22.836000,38.1756,-64.5496,64.5496,25.4504,-64.5496,38.1756,3.4731,2.3154,-2.3154,2.3154,2.3154,3.4731,-10.7858,-7.1905,7.1905,-7.1905,-7.1905,-10.7858
22.840000,38.1894,-64.5404,64.5404,25.4596,-64.5404,38.1894,3.4252,2.2835,-2.2835,2.2835,2.2835,3.4252,-13.1629,-8.7753,8.7753,-8.7753,-8.7753,-13.1629
22.844000,38.2030,-64.5313,64.5313,25.4687,-64.5313,38.2030,3.3679,2.2453,-2.2453,2.2453,2.2453,3.3679,-15.4834,-10.3223,10.3223,-10.3223,-10.3223,-15.4834
22.848000,38.2163,-64.5224,64.5224,25.4776,-64.5224,38.2163,3.3014,2.2010,-2.2010,2.2010,2.2010,3.3014,-17.7369,-11.8246,11.8246,-11.8246,-11.8246,-17.7369
22.852000,38.2294,-64.5137,64.5137,25.4863,-64.5137,38.2294,3.2261,2.1507,-2.1507,2.1507,2.1507,3.2261,-19.9128,-13.2752,13.2752,-13.2752,-13.2752,-19.9128
22.856000,38.2421,-64.5052,64.5052,25.4948,-64.5052,38.2421,3.1422,2.0948,-2.0948,2.0948,2.0948,3.1422,-22.0006,-14.6671,14.6671,-14.6671,-14.6671,-22.0006
22.860000,38.2545,-64.4970,64.4970,25.5030,-64.4970,38.2545,3.0502,2.0335,-2.0335,2.0335,2.0335,3.0502,-23.9897,-15.9931,15.9931,-15.9931,-15.9931,-23.9897
22.864000,38.2665,-64.4890,64.4890,25.5110,-64.4890,38.2665,2.9505,1.9670,-1.9670,1.9670,1.9670,2.9505,-25.8696,-17.2464,17.2464,-17.2464,-17.2464,-25.8696
22.868000,38.2781,-64.4813,64.4813,25.5187,-64.4813,38.2781,2.8434,1.8956,-1.8956,1.8956,1.8956,2.8434,-27.6298,-18.4199,18.4199,-18.4199,-18.4199,-27.6298
22.872000,38.2893,-64.4738,64.4738,25.5262,-64.4738,38.2893,2.7296,1.8197,-1.8197,1.8197,1.8197,2.7296,-29.2598,-19.5065,19.5065,-19.5065,-19.5065,-29.2598
22.876000,38.3000,-64.4667,64.4667,25.5333,-64.4667,38.3000,2.6095,1.7397,-1.7397,1.7397,1.7397,2.6095,-30.7490,-20.4993,20.4993,-20.4993,-20.4993,-30.7490
22.880000,38.3101,-64.4599,64.4599,25.5401,-64.4599,38.3101,2.4838,1.6559,-1.6559,1.6559,1.6559,2.4838,-32.0869,-21.3912,21.3912,-21.3912,-21.3912,-32.0869
22.884000,38.3198,-64.4535,64.4535,25.5465,-64.4535,38.3198,2.3531,1.5687,-1.5687,1.5687,1.5687,2.3531,-33.2629,-22.1753,22.1753,-22.1753,-22.1753,-33.2629
22.888000,38.3290,-64.4474,64.4474,25.5526,-64.4474,38.3290,2.2179,1.4786,-1.4786,1.4786,1.4786,2.2179,-34.2666,-22.8444,22.8444,-22.8444,-22.8444,-34.2666
22.892000,38.3376,-64.4416,64.4416,25.5584,-64.4416,38.3376,2.0792,1.3861,-1.3861,1.3861,1.3861,2.0792,-35.0874,-23.3916,23.3916,-23.3916,-23.3916,-35.0874
22.896000,38.3456,-64.4363,64.4363,25.5637,-64.4363,38.3456,1.9375,1.2917,-1.2917,1.2917,1.2917,1.9375,-35.7148,-23.8098,23.8098,-23.8098,-23.8098,-35.7148
22.900000,38.3531,-64.4313,64.4313,25.5687,-64.4313,38.3531,1.7937,1.1958,-1.1958,1.1958,1.1958,1.7937,-36.1382,-24.0921,24.0921,-24.0921,-24.0921,-36.1382
22.904000,38.3599,-64.4267,64.4267,25.5733,-64.4267,38.3599,1.6487,1.0991,-1.0991,1.0991,1.0991,1.6487,-36.3471,-24.2314,24.2314,-24.2314,-24.2314,-36.3471
22.908000,38.3662,-64.4225,64.4225,25.5775,-64.4225,38.3662,1.5033,1.0022,-1.0022,1.0022,1.0022,1.5033,-36.3310,-24.2207,24.2207,-24.2207,-24.2207,-36.3310
22.912000,38.3720,-64.4187,64.4187,25.5813,-64.4187,38.3720,1.3584,0.9056,-0.9056,0.9056,0.9056,1.3584,-36.0794,-24.0529,24.0529,-24.0529,-24.0529,-36.0794
22.916000,38.3771,-64.4153,64.4153,25.5847,-64.4153,38.3771,1.2149,0.8100,-0.8100,0.8100,0.8100,1.2149,-35.5816,-23.7211,23.7211,-23.7211,-23.7211,-35.5816
22.920000,38.3817,-64.4122,64.4122,25.5878,-64.4122,38.3817,1.0740,0.7160,-0.7160,0.7160,0.7160,1.0740,-34.8273,-23.2182,23.2182,-23.2182,-23.2182,-34.8273
22.924000,38.3857,-64.4095,64.4095,25.5905,-64.4095,38.3857,0.9367,0.6245,-0.6245,0.6245,0.6245,0.9367,-33.8059,-22.5372,22.5372,-22.5372,-22.5372,-33.8059
22.928000,38.3892,-64.4072,64.4072,25.5928,-64.4072,38.3892,0.8040,0.5360,-0.5360,0.5360,0.5360,0.8040,-32.5067,-21.6712,21.6712,-21.6712,-21.6712,-32.5067
22.932000,38.3921,-64.4052,64.4052,25.5948,-64.4052,38.3921,0.6770,0.4513,-0.4513,0.4513,0.4513,0.6770,-30.9194,-20.6129,20.6129,-20.6129,-20.6129,-30.9194
22.936000,38.3946,-64.4036,64.4036,25.5964,-64.4036,38.3946,0.5570,0.3713,-0.3713,0.3713,0.3713,0.5570,-29.0334,-19.3556,19.3556,-19.3556,-19.3556,-29.0334
22.940000,38.3966,-64.4023,64.4023,25.5977,-64.4023,38.3966,0.4452,0.2968,-0.2968,0.2968,0.2968,0.4452,-26.8381,-17.8920,17.8920,-17.8920,-17.8920,-26.8381
22.944000,38.3982,-64.4012,64.4012,25.5988,-64.4012,38.3982,0.3427,0.2285,-0.2285,0.2285,0.2285,0.3427,-24.3230,-16.2153,16.2153,-16.2153,-16.2153,-24.3230
22.948000,38.3994,-64.4004,64.4004,25.5996,-64.4004,38.3994,0.2510,0.1673,-0.1673,0.1673,0.1673,0.2510,-21.4775,-14.3184,14.3184,-14.3184,-14.3184,-21.4775
22.952000,38.4002,-64.3999,64.3999,25.6001,-64.3999,38.4002,0.1714,0.1142,-0.1142,0.1142,0.1142,0.1714,-18.2913,-12.1942,12.1942,-12.1942,-12.1942,-18.2913
22.956000,38.4008,-64.3995,64.3995,25.6005,-64.3995,38.4008,0.1052,0.0701,-0.0701,0.0701,0.0701,0.1052,-14.7537,-9.8358,9.8358,-9.8358,-9.8358,-14.7537
22.960000,38.4011,-64.3993,64.3993,25.6007,-64.3993,38.4011,0.0538,0.0359,-0.0359,0.0359,0.0359,0.0538,-10.8541,-7.2361,7.2361,-7.2361,-7.2361,-10.8541
22.964000,38.4012,-64.3992,64.3992,25.6008,-64.3992,38.4012,0.0188,0.0125,-0.0125,0.0125,0.0125,0.0188,-6.5821,-4.3881,4.3881,-4.3881,-4.3881,-6.5821
